numerical_review,comments,language,sentiment,review_length,label
1.0,Garbage hotel beware do not use the toxic water there if you shower in it you will smell like waste water,en,-0.2,105,1
2.0,We stop here often if we cannot get a decent price in a WDW resort. We stayed here on our way back from the Masters golf tournament. After driving 8 hours from Augusta we tried to check in at 2:30PM but were told check in was 4PM and they had NOTHING available at that time. Desk clerk said she would... More,en,0.26666666666666666,308,1
2.0,The access to the property was not very well marked so it was very easy to miss the turn into it upon first arrival. The window to the room would not open as it appeared to be half of a sliding window. The wood around the window was OSB that was just painted. The door was very warped and drafty... More,en,0.16833333333333333,303,1
1.0,"Terrible. I spent my last penny reserving my room and i didn't see anything about a deposit under the small print tab, so I thought I was all paid up. Suddenly, after having spent nearly half an hour checking-in with their highly unprofessional staff just before I was given my keys so I could go find my room, the room keys didn't work on my room. So I walked all the way to the lobby, this time with my bags in tow, only to find out that they deactivated my room keys because they weren't able to charge card for incidentals. Which is when I said, of course not...I spent my last penny reserving this place online and there was no mention of a deposit in your 'small print' tab online. Every room I've reserved through Hotels.com, that has charged me a deposit, mentioned a deposit or incidentals charge in their small tab. Well I cancelled my reservation and asked for my money back so I could rent another room elsewhere. The manager cancelled my reservation and stated that he would be refunding my money, but he never did. I was not able to rent another room...I was broke.",en,-0.11291666666666669,1079,1
1.0,"Just needed a place to stay for the night. Nothing fancy. When I arrived took 45 min to check in. There was another person and I trying to check in only. The man at the desk keep stopping to help everyone who would walk in leaving us just standing there. Even if it was just talking to the random that were walking in. When we finally checked in, there was nowhere to park. People who had rooms on the other side of the hotel was parked on our side so we had no place to park. My husband had to pull behind someone to get our stuff out then drove it to the gasstation and asked if we could park there for the night and he had to walk back to the room. Also, there was a party going on in the next room which wasn't that big of a deal cuz they weren't loud or disturbing us but because of the party they had this man that stood in front of our door trying to sell us drugs as soon as we walked up. Everytime we walked out he kept on. I have a 10 year old daughter that was with us. Called the front to let them know of this man and the guy at the desk just laughed and said oh yea he's here often, he won't bother you. UM I'M CALLING BECAUSE HE IS BOTHERING ME. Worst hotel I ever stayed at.. and I've stayed at some terrible hotels.",en,-0.1875,1232,1
2.0,The internet was so slow that my data kicked in. That I could be OK with just a nuisance. I got back to my room around 9pm and wanted to take a bath. The stopper on the tub did not work so could not do that. I think it is funny how things that are so minor do not work... More,en,0.15,276,1
2.0,The first room we got instantly smelled like smoke so we told the front desk and they got us a new room - which was very nice of them. Our second room smelled like an old frat house. I slept in a hooded sweatshirt because I didn't feel comfortable in the bed. We didn't use any blankets because they smelled... More,en,0.27079545454545456,315,1
1.0,"We booked this facility because of the good location, the pictures online the description we got over the phone. It did not deliver! Management is very poor.r The facility is dirty. The meeting room is in a basement (with the 'weight room' a smelly, dirty, unusable kitchen bathroom.) they should be ashamed of the condition of this place what they charge. There are actually many 'long term' guests that reside there from what we could tell as well.r r Not the plac...view moree for a good nights rest in a clean room. Look elswhere.view less",en,0.1361111111111111,543,1
2.0,"Don't know how this place has some many high reviews. The rooms were not well maintained or cleaned. The management photos are very misleading. See my attached room photos of what you really get. Sticky wet floors, sticky walls in the bathroom, thick layers of dust, blood or burn stains on the sheets, AC from the 80's that barely ran,... More",en,0.15125000000000002,344,1
1.0,The towels were stained. The comforter had burn holes in it. The tub grips were starting to turn black. And there were bugs in the bed. My sister and I ended up sleeping on top of the covers because it was a holiday weekend and nowhere else had vacancies.,en,0.11111111111111112,255,1
1.0,"The man at check desk was rude and yelled at me. The door was poorly hung, therefore you could see light, the bathroom fan was so loud you could not shower with the light on, there was a very thin and hole filled blanket on the bed, there was no coffee pot or microwave as promised, the fridge froze the contents, the carpet was gross on bare feet, and there were no hand towels only a wash cloth and bath towels. Was robbed by this stay. WAY more money than it was worth!!!!!",en,0.12879394531250002,476,1
1.0,"We waited for everything and it was never worth it. The resort section is nice for older kids, but not much there for my toddler. Very disappointed with everything: We did not get into our room until well over an hour past check in - and they have a late check in time! If you have trouble walking but do... More",en,-0.08703703703703705,312,1
2.0,"This Rodeway Inn was recently converted from a TLC. For some reason the people who worked there wouldn't admit it had been a very recent change. The lobby has been retiled and the halls are being repainted. Breakfast was very basic-although a it included a waffle machine. The whole hotel is supposed to be non-smoking, but we were uncomfortable because... More",en,0.06666666666666667,361,1
2.0,"In addition to having to ask to be moved three times after seeing the initial condition of the room I was assigned (something I have never done in nearly 100 hotels I have stayed at), they carpet was so dirty I refused to take off my socks, the nightstand had a sticky substance on the surface and in the drawers, the furniture was old, worn and dirty, the staff was not terribly helpful and the neighborhood is in an economically depressed area and I did not feel completely safe at night being a single woman travelling alone. There are multiple signs in the parking lot warning that the hotel is not responsible for any damage or theft and I was worried about my car being broken into. Only pros- just off the highway and one of the nicest hotel gyms I've ever seen. Even so, I will NEVER stay here again! If I hadn't already paid in advance through hotels.com, I would have left immediately.",en,-0.01938775510204082,895,1
2.0,The carpet was dirty. Coffee in the morning was cold. Chain lock on the door was gone. Reserved it for three adults. Only two towels and no blankets or sheets for sofa bed.,en,-0.39999999999999997,172,1
2.0,"I should have reviewed the Robbins more carefully before making my reservation. I would have been far happier spending 30-40 more a night (and I am a THRIFTY traveler!). First of all, the room is not up to code: there was no smoke alarm. The A/C unit barely worked (probably because the filter needs a cleaning BADLY) and there isn't... More",en,0.153125,341,1
1.0,"The lady that works the front desk (who to this day will not tell me her name) was extremely rude to me in regard to my simple request for some water. You can get it our of the sink like everyone else. was her reply to my request Although I couldn't find water suitable for drinking, there was no lack... More",en,0.1875,309,1
1.0,"In a word - awful. Called early in the day to ask for a late check in lady was very sassy and snarky rather than just making a note on the reservation. Once actually checked in: room extremely tiny, AC unit very loud, bed uncomfortable. Housekeeping knocked at 8am to clean room - checkout wasn't until 10am...",en,-0.11148148148148149,310,1
1.0,"Went for dinner and food was amazing. Only problem was the owner ray was wasted, knocking drinks over and we stayed all weekend and every night he was drunk. My gf said he wouldn't stop gropping her. Nice place but needs new ownership.",en,0.10606060606060606,235,1
1.0,"I traveled a lot and this is the worst hotel I had. Stench until I see a whole wall rotten. Changing room ... Then the new room had flies, living and dead everywhere. The air conditioning was full of dead insects and dust. Bathroom, spiders, caterpillars and Sallete. We disinfected before use.",en,-0.11893939393939397,294,1
1.0,Worse place ever.rooms were dirty no clean linen smelly everywhere.Owners were not there to get refund.wish we did not check in.Maid did not want to clean the dirty room said not feeling good.THISPlace is a DUMP!!!,en,-0.36333333333333334,214,1
1.0,"We travel fairly often and stayed in a lot of hotels. This is the most strange experience we have ever had (in a bad way). We pre-paid three nights' stay. After the first night, we went out to tour the city. When we came back in the evening, we realized all the stuff we left in the closet, the dresser... More",en,0.15000000000000002,310,1
1.65,"The reception desk guy at checkin was reckless. The breakfast is extremely poor (some apples, cakes and coffee) uncomfortably served in every corridor of each floor of the hotel. Comfort is absent, there is no soundproofing in the rooms facing the street, nor in the back. The use of ear plugs is mandatory and probably insufficient to reduce continuous noise (day and night) from heavy duty air conditioning equipment of many commercial buildings surrounding the hotel. The Hotel offers extremely poor value for money. It is not a four (4) stars at all. Staying there was hard and exhausting. AVOID IT. Suitable cleanliness and location.",en,-0.09469696969696971,638,1
2.0,The room was what you pay for. It reeked of smoke and the Internet was weak and intermittent. The staff was friendly and they have a continental breakfast. Close to the Opry Mills Mall and lots of food options.,en,0.0,210,1
2.0,"Very tired hotel. Floors were cement hard, covered with a thin rug - no pad underneath.",en,-0.40388888888888896,87,1
1.0,Wow I should have listened to the other reviews. We just needed a place to stay for one night and we thought we would give this place a chance after hearing it was recently remodeled. The smell when you walked in the halls was horrible and dirty smelling. It became even worse when we entered our room. The bathroom smelled... More,en,-0.21785714285714283,331,1
2.0,"I'm surprised this hotel is even part of the Best Western chain. They supplied only one wash cloth. We got a conditioner bottle, but no shampoo. Our food was thrown away even though we had it neatly stored in a box on the coffee table. The buffet breakfast was lacking. It had stale donuts and danish. The only hot food was hard boiled eggs and grits. On the positive side, bed was comfortable and good front desk service.",en,0.17141873278236913,422,1
1.0,The room was not clean and smelled of smoke. We did not stay and they would not refund us as we were told that we paid online and could not be refunded.,en,-0.18333333333333335,152,1
2.0,"I will never stay here again and its a shame because the facility and location were very nice. I booked and paid in full via Hotels.com. When I arrived and checked in their system messed something up and had a missing day in the middle of our 4 night stay. After waiting at the counter for over 20 minutes while the attendant the manager finally came over and gave us keys and assured it is fine the rate is the same and enjoy the stay. On the way to the room we were greeted by a lady attempting to sell the time shares. The lady was EXTREMELY rude, when we declined the information she made snippy comments like well don't you want to finish checking in. That was her sales tactic but standing there with room keys in my hand and not being born yesterday it was apparent she had nothing to do with us checking in. She also tried to bribe us with chocolate which was very juvenile. During check out and they told me I had a balance. I had to show them the paid in full email and remind them of what I was told when checking in. After going back and forth with the manager she is now going to call Hotels.com to resolve which she should have done in the beginning. The rooms were nice and location was fantastic but its a shame the desk staff doesn't have a clue, I will not be returning to this chain and also will push my friends and family to avoid it as well.",en,0.17010416666666667,1363,1
1.0,"Rude desk person, smelly room. Initially, I politely asked to change rooms because of a funny smell. Instead of being polite and understanding, the desk person asked why I had not brought this to their attention last night and told me I could not switch rooms. She finally offered to let us switch rooms after looking at the room herself.... More",en,0.075,346,1
2.0,This hotel was awful. It was so noisy you could hear EVERYTHING. Lots and lots and lots of kids running and screaming the entire night. Guess it might be good for a family but unless you have wild children it is not worth it. I heard every car outside. One of our pillows had dirt on it. We booked a king bed and got two queens. It smelled weird. It was dated. An elevator was out so it always took forever to go up or down. The parking was cramped and limited. Save your money and don't waste it on this place.I have stayed at nicer Motel 6's.,en,-0.1276984126984127,544,1
2.0,There was no airport shuttle and It was a little run down,en,-0.17152777777777778,57,1
1.0,"A disorderly mess from the start. When we checked in and got up to our room it wasn't clean and the beds were not made. On the second day of our stay we returned to our room at 4:00 to find the room has not been cleaned but our towels had been removed and items had been moved in our room. When we inquired, the manager stated no one has been in our room insisting we had been the only ones to enter. At no point was he apologetic or reasonable in regards to our concerns. At this point I decided to check out. I made the error of prepaying through Expedia and now the hotel is avoiding their attempts to refund the nights I did not stay. A terrible experience all around in a poorly managed hotel.",en,-0.14404761904761904,698,1
1.0,"I found bedbug on my arm and my bed!!! Immediately, I took shower and packed my stuffs. It was around 1:00:am. I drove my car to my client's parking lot and slept inside of my car until next morning.",en,0.0,199,1
2.0,"This hotel is fresh and clean. The bath was spotless--and very pretty. No shower cap provided, though. For a newly renovated property, however, the lack of maintenance is shocking. The television emitted a sharp, prolonged buzz every two minutes or so. The thermostat was either broken or disabled, and since the windows do not open it was stifling. Yes, I... More",en,-0.009696969696969714,364,1
2.0,"Although the hotel was close to MDW, the hotel was pretty old. The carpet in our room was pretty bad, it was sticky and needed immediate replacement. The furniture had seen better days. I didn't think it was worth the money we paid. The hotel certainly needs TLC in many areas to keep it competitive. They were charging 8.50 for breakfast. They could have included that in the price we paid for the room. That is not a big deal but the carpet is. The noise level was also high as it is right next to the main thoroughfare.",en,0.1558974358974359,522,1
2.0,"The bed was broken , there was no hot water nd when I Asked for another room they said no",en,-0.2625,89,1
2.0,"Room was not ready on time, but perfectly fine for the cost",en,0.15833333333333333,59,1
2.0,The grounds for the hotel was ok....I feel they should advise you that part of the motel is across a 4 lane road...and the rooms can be a lot cleaner than they were. There was what looked like dog hair all along the window sill. The room we stayed in (114) could be set up a lot differently the kitchen/living... More,en,0.25,317,1
2.0,"After arriving at BWI, I called the hotel for a shuttle. 45 minutes later, I called again. The shuttle had never been dispatched, so I had to wait another 20 minutes before it arrived. No apology was forthcoming. There is no business center at this hotel and the restaurant needs a major upgrade. The room, however, was well maintained and comfortable.",en,0.09062500000000001,352,1
2.0,"So I stayed there last week. At first blush it seems pretty similar to all these business hotel chains. I checked in about 5 p.m. and they gave me a room at the end of a looong walk down the corridor. OK, maybe they are full. Then I step into the room, put my carry-on on the dresser, take off... More",en,0.21180555555555555,301,1
1.65,Bad: Pre-paid for a premium room with two double beds but was given a disability access room with a king bed. .,en,-0.3499999999999999,111,1
2.0,"We made reservations on November 9, 2011 for a stay on the night of May 16, 2012 and specifically asked for a non-smoking room. When we arrived at 11 p.m., the desk clerk casually told us the only room left was a smoking room. No explanation as to what had happen to our reservation for a non-smoking room. No apology. She couldn't have cared less. The smell that greeted us when we opened the door to the room was unbelievable. I slept with a clean towel on my pillow to avoid the tobacco smell that permeated every inch of the room. Not going back there anytime soon.",en,-0.07857142857142856,569,1
2.0,"Power went out due to a snow storm however, partial power was available. Light bulb was burned out in the bathroom though (unrelated to power outage. Hotel is very difficult to find, but the staff were courteous when I called for directions. TV cable is on satellite and most channels were not available due to the storm. Surprising that they're not on standard ground cable. Internet was lost as well due to power issues. Hotel was clean and nice, but dated. Exercise room is small and dated. Bar service was very slow and inefficient. Hotel did a good job clearing the parking lot and sidewalk of snow by morning. However, it would have been nice to have some help to open the sliding doors while carrying all my stuff to exit the hotel, which were difficult to open.",en,0.11436507936507938,769,1
1.0,"Service was terrible, could not get any one on the phone to ask questions, there was only one GSR in the lobby. the breakfast was cold, room was dirty, floor never vacuumed, only one bar of soap, only one set of towels of each size",en,-0.3666666666666667,231,1
4.8,Bad: 100 incidental charge to your debit card that doesn't go back on your card for 7-10 business days.,en,-0.3499999999999999,103,1
2.0,"I paid over 190. The pictures looked nice but they were deceptive. The outside looks like a Motel 6. The rooms were nice on the inside with modern decor but the staff was extremely rude. I travel a lot, domestically and internationally. This was a very unique experience in the way I was treated upon arrival. I would not recommend this hotel. I should have either stayed at a bargain hotel or went for it and spent the 400 to stay at a nice place downtown.Melissa R - Please let me start by apologizing to you for your disappointing stay. Our practice is to make sure all our guests feel warm welcome. I would very much like to speak with you, so that I may get more details regarding your experience. I can be reached directly at 707-257-1930. ext 150. Thank you, Genafer Vattuone",en,0.26546875,782,1
2.0,"This was the most reasonably priced hotel. It is understaffed to say the least. Night desk clerk did not charge me for a roll away I needed for 1 night. This is where the good news ends. Each day we had to ask for something that should have been in our room, towels, shampoo etc. Our last night there, we stood in a long line to ask for the cups that were not replaced during housekeeping. I was given the address to Wal-mart to go and buy my own! During breakfast they ran out of spoons, cereal was eaten with a fork. I wish management would train and hire additional employees for better customer service!",en,0.303125,607,1
2.0,The staff were attentive and welcoming. The river view lovely. The room was not comfortable. The bed needed replacement as did the linens. The space was taken up with long shelves w pillows. Seating would be better .,en,0.22999999999999998,216,1
2.0,"Not so bad if your there just to fish, good enough to lay your head,after a long day nite of fishing, I will stay there again! Can't beat the price. Real close to the pier, Don't have to drive any where, The pier has all you need!!",en,0.050000000000000024,231,1
2.0,"Beware when you book online! They show you pictures of main building and facilities. I booked the room fully aware that it is not a oceanfront room and booked a 'west side' and 'room with a view'. It never mentioned anywhere in the description that west side means across the street in a inn like property, completely separate from main building. Room was not good either, with a tiny bath, more like 2 star. And as for 'room with a view', I got a 'nice' view of steps and parking garage 5 feet away from door. Talking to hotel staff was not helpful either as they offered to 'upgrade' me to oceanfront room for an additional 50/ night. The hotel should not be allowed to advertise those rooms as 3 star and put clearly in description what the west side means. Never again!",en,0.17314814814814813,773,1
2.0,"The room was not clean my wife had to clean the tub in the bathroom,and around the toilet the carpets were dirty, the t.v. kept blanking out and the WiFi didn't work.",en,-0.11249999999999999,166,1
1.0,THIS place was and absolute DUMP ! ! ! They are in the middle of renovating and they tried to put me in a room that had not been renovated yet. EVERYTHING AND EVERYPLACE you look the place is FILTHY ! ! ! Motel 6 would even be a better place to stay than this place ! ! ! !... More,en,0.178125,281,1
2.0,"I know this is an old building. The rooms are not sound proof. I heard very clearly the conversation the mother was having with her children in the next room. The shower did not get hot, warm enough, but not hot.",en,0.094375,212,1
1.0,I called to make a reservation to book for two days to attend for a convention and spoke with Rick. While he's taking to me I told him about the special package I wanted to avail and he said he will put me on hold for just a seconds. Guess what 25 minutes on hold so I called on my... More,en,0.4285714285714286,289,1
1.0,"Stayed in the hotel to try it out after very fond memories of staying in the Staybridge Suites in Ballantyne, NC (I did a company relo and my family lived in this hotel for 6 months - just a great place). I travel to Virginia for business quite frequently and wanted to try out a new hotel. I typically stay... More",en,0.2616161616161616,315,1
1.0,First class building that is located directly across the highway from the West Maui Sewage treatment plant. If you room faces east this is you view. Ours was a corner unit that also had views of two abandoned construction sites. The day time winds blew the smell up the hill but at night if the winds drop the smell is... More,en,0.2833333333333333,326,1
1.0,"I heard positive things about the Chelsea hotel and booked a room for my anniversary in the Annex. I had no idea that this was a dingy, dirty motel connected to the the actual Chelsea hotel. We paid over 500 for 2 nights so it was not exactly a budget option. The room was the worst I have ever experienced.... More",en,-0.028246753246753218,315,1
1.0,"Upgraded to the PH-dirty uninhabitable for crawling toddlers/infants. Dead bugs everywhere. The PH hadn't been cared for in months. Kitchen-good working order. Rusted cast-iron pan that should've been removed. Balcony grill well maintained but overhead vent not functional. Pools-Next to construction site, cold. Away from construction site-cold. Service-Lack of follow-through from staff to maintenance. Incompetent as they didn't service the... More",en,0.05,451,1
1.0,"this motel is disgusting visible dirt, everything is falling apart, mold. there were blood stains in the sheets and blankets, so nasty u can't go barefoot, worse of all no refunds and the manger is lazy",en,-0.6625,202,1
2.9,Bad: Noise!!! in the room you can hear the noise from the corridor and from neighboring rooms.,en,-1.0,94,1
1.0,"We had 10 rooms asked the GM in advance to put the rooms close she said she would do her best. At check in, the front desk never received anything from their GM about our group. The hotel was dirty, online pics are deceiving. The rooms reeked of smoke some of us changed rooms. There was hair everywhere. I never saw a cleaning lady the entire time. There were only sheets on the beds, when I called the front for blankets they only had one to give to us so I gave it to my kids. The elevators were small filthy. Club guests were loud yelling in the halls from 9pm-3am. I had to ask the people next door to quiet down so my kids could sleep. Guests were smoking cigarettes weed in their rooms which overflowed into the halls. We had rooms on the 5th 6th floors it was like this for everyone. The pool was gross. The breakfast was decent, but they ran out of some food early. The staff was always nice besides the lady in the breakfast room who reminded me of a grumpy cafeteria lady. I had to wash everything that I took into that hotel when I got home, even if it was clean. My car stunk of stale cigarettes from our stuff being in it I had to get it detailed to get the smell out. This is not a family friendly hotel in any way, shape or form, DO NOT bring your kids here. If you want a cheap party hotel with a club where you can pass out drunk not care, this is right up your alley. Do yourself a favor spend the extra money.",en,0.04297791580400276,1429,1
3.15,"Bad: At breakfast, could not keep up with demand.",en,-0.6999999999999998,49,1
1.0,Location is unsafe and hotel looks pretty old. I used to stay at Best Western but I do not recommend anyone to stay here.,en,0.3375,121,1
2.0,The first night I stayed here it was on a Thursday night. The rate was around 166.00. If I would had stayed Friday night also the rate would had been 216.00. This hotel is only about a 100.00 per night hotel. It just wasn't worth that kind of money for the quality. The front desk staff was very nice and... More,en,0.40499999999999997,312,1
2.0,Was not impressed! We only stayed here because it was close to Disneyland on our last night staying in California. We got in close to midnight. I had called to confirm earlier that evening letting them know that we were going to check in late-that was not a problem. Everyone was tired and just wanted to sleep. The A/C was always on. It did not turn off and we tried everything. Beds were uncomfortable-Difficult to sleep. Woke up to make coffee in our room. Coffee maker did not work.,en,-0.18,486,1
1.0,"We stayed here on our way out to a Midwest trip and it was very unsatisfactory. The pillows were down, which I am extremely allergic to. I tried calling the guest service who didn't answer, twice. Went down physically and they didn't have any allergy free pillows available for use. Recommended that I use bundled up towels to sleep on. The room smelled very bad when we arrived. The only redeeming factor was they had a nice pool / hot tub.",en,0.08365740740740742,441,1
2.0,The room smelled musty and sink was located outside of the bathroom. We got better rooms for the same price. Very disappointed,en,-0.11875000000000002,126,1
4.15,"Bad: I as if I could use my AARP OR AAA card for a discount on my room, question was never answered, got the run around from one person to another. I ask also on line during booking the room.",en,-0.6999999999999998,191,1
2.0,"This hotel is barebones, ugly, and has zero amenities. The people were nice, it was clean, and the location is decent for someone who has business in the Loop. However, there are multiple other hotels right nearby that are much better.",en,0.1367559523809524,235,1
1.0,"Unfortunately the furnature and decor is from the late 1960s or early 1970s and it also appears it hasn't been kept up since then. They allow pets but unless everything else is booked, as it was for me, I will not return to this place.",en,-0.23333333333333336,235,1
4.0,Was disappointed there was not alot of eating places around.,en,-0.75,60,1
1.0,"I gave this a 'this room is great for free wifi and sightseeing' review because there wasn't an option for absolutely nothing. We did have wifi, and we got to see a few drug deals in the parking lot, so that could qualify as sightseeing. The room itself was acceptable, the beds were clean, however, they should rethink their free pet policy as our room had ticks, and so we left, after being there two hours. The pictures on hotels.com are NOT pictures of this hotel. The staff was amazing...refunded our money, very apologetic, absolutely outstanding customer service.",en,0.29629629629629634,570,1
2.0,"Walked in to the room and was greeted by an overpowering stench of disinfectant. We opened all the windows but it took several days for the smell to disappear. Ceilings are extremely thin and so you hear anyone walking around upstairs well into the late hours of the night. Every morning, we found broken glass in the parking lot, probably from a late night patron of the breakfast joint next door. For 240 bucks per night, I would have expected far less problems. I shared these issues with the front desk and they said they would put us in an upstairs room on our next visit. This is obviously an old motel turned into a Best Western. We won't be back.Thank you for completing the survey regarding your recent stay at our property. On behalf of our entire team, I would like to apologize for not exceeding your expectations. Your satisfaction is important to us and we will be using the feedback you gave us to implement improvements to ensure we offer a better experience for guests in the future. We have always been a Best Western and have just gone through a 100 remodel of our property I hope that you will consider staying with us again so that we can have another chance to provide you with a superior experience.",en,0.10158730158730156,1222,1
2.0,Housekeeping did not clean my room. Trash was left on table and in trash can. Bath tub was visibly dirty and was not cleaned at all. Beds were made up but one bed was made up with a dirty comforter. I called front desk and they told me to put trash outside of door and someone brought a comforter and... More,en,-0.14722222222222223,308,1
2.0,Positives...The location was right across from the beach. The view from the balcony was amazing! The staff was very nice and friendly. The manager worked very hard and was there all the time. I was worried that she never got to see her family since she was ALWAYS there. She really needs more help. The maintenance man and the cleaning... More,en,0.3764434523809524,343,1
1.0,"My mom and I were in town for a girls weekend. We checked in before having dinner downtown and thought the room was decent. It looked like it had fairly had been remodeled with fairly new paint and furnishings in the last couple of years. Although the hallways and room itself had a lingering cigarette smoke smell, it's to be... More",en,0.3006060606060606,334,1
2.0,"We are regular Hyatt customers and are loyal because of the consistent quality and service. While everyone here is very nice, the pool is not kept up and the TV reception is TERRIBLE. It is August and our granddaughter wants to swim. The pool is cloudy, full of leaves and very uninviting. Breakfast was also disappointing...powdered eggs and out of... More",en,0.17925925925925926,357,1
1.0,Worst hotel experience ever. Very seedy place.,en,-0.4,46,1
1.0,"The hotel I stayed is so-called a 3-star hotel, here was no hot water in my room and I couldn't take shower. Also the A/C in my room didn't work well either, and it cannot give me a comfortable temperature. Then I asked for additional blankets, but they said all were gone. Given such a bad situation, they said they... More",en,0.015000000000000036,324,1
1.0,Took almost twenty minutes to check in says it's a ramada has different brand everywhere carpet in hallway looks like a murder scene. Not happy at all. By the way I will take pic of bathtub check it out. 99.00 rooms. Tried to use the phone from the early 20's but no dial tone.,en,-0.10000000000000002,277,1
2.0,"My car broke down two weeks ago on Route 18 and I had to pull over for the night because the weather was very bad. I asked for a smoking room. The room I was put in didn't have any ash trays and I had to walk down to the office to get the ashtrays myself, as the staff wouldn't... More",en,-0.18027777777777776,285,1
1.0,"Worst hotel experience I have ever had. While waiting to check in, I overheard the 2 gentleman in front of me, basically planning their party in the room they were getting and the reception told them where the liquor store was. The reception clerk was nice, and checked us in quickly. That was the best thing about this experience. My wife and I walked into the room and we're immediately hit with a terrible smell, and before we could complain the phone rang in the room, which was the reception desk calling to tell us that she should not have put us in that room because of the smell, and to come to the desk for new keys to a different room, which we obliged. We got our new keys and went to the new room, which smelled better, but looked sketchy, so we pulled back the covers on the bed to see ants crawling around. This was the moment we decided to check out and went right across the street to the Hampton Inn, which was great and highly recommended. We never stayed at this hotel and never will. All I needed was a clean bed to stay in for a few hours so I could catch a flight, but this hotel couldn't even provide that. In fact this hotel just seemed like a party spot for locals and would not feel comfortable even parking my car in the parking lot. It's really a shame that this hotel is like this. It's in a great location and could be nice. Shame on me, as I did not heed the warning signs from the other reviews. Thought it would be okay for a few hours sleep. I was wrong",en,0.1637418831168831,1487,1
