listing_id,id,date,reviewer_id,comments,numerical_review
256677,18011487,2014-08-20,15899927,"We would like to thank Petrutz and his wife (and Ruby, the very kind dog :) ) for their welcome. The apartment is well described: Confortable, clean.... The location is perfect. Very close to the Ramblas.<br/>Petrutz and his wife are very helpful and help us to feel at home.<br/>We recommend this place!<br/><br/>",5
256677,50016744,2015-10-08,42135531,"I am going to start with the negatives.<br/>- We had clearly communicated to the host that we will pack our luggage prior to checkout and pick it up late afternoon since we had a 7pm flight out. Despite this he demanded an extra 10 euros ( which we initially thought was for minor stain on the wall paint, but he clarified it was not) claiming it was for a late check out, knowing we were in a hurry to get to the airport and didn't have the time to argue. We had to be bullied n relent. This was not good! He blamed the communication gap on his English speaking skills which we felt was above average. Not done!!<br/>- He claimed that he is not charging us for the cleaning fee and that it is ""free"" for us. We know that cleaning fee is called out explicitly in the room rent charges. This was definitely deceit!<br/>- The room was equipped with an AC but the remote was not kept in our bedroom so he had to sleep in the heat n the street noise (opened the window). It was given the next day when requested but the blanket went missing n returned on persistence. This whole experience was very uncomfortable.<br/>Other comments:<br/>The place was as advertised and the room was spacious and the bed was comfortable. The neighborhood/streets around aren't the cleanest but that didn't bother us much as this was expected in the ""old"" quarter of Barca. Petrutz or Pedro as he prefers to be called in Spain has sound knowledge of Barca and was helpful in guiding us with some transport options and local sightseeing. He helped us with the luggage up n down 4 floors which we appreciate. That was quite useful.",5
256677,455500668389812061,2021-09-20,145505238,Great place and host!,4
256677,650570209818053687,2022-06-16,7230138,"Petrutz and his wife are very kind and thoughtful, with good advice about places to go, generous and open with their place, a sweet and gentle old dog, and a wonderful location.  They welcomed us very warmly and we enjoyed our time there.",5
826397,89217208,2016-07-27,25006623,"El apartamento es fiel a las fotos, necesita avisar del ruido del trafico ya que es constante en la zona y la terraza apenas la hemos utilizado por este motivo. Esta bien comunicado y el dueño fue cortes y servicial en la recepción.",2
588996,86467643,2016-07-16,45745081,"Fernando's apartment in Barcelona was wonderful and worked out well for our family of 4. It is clean and just as shown in the photos. It is very convenient to multiple metro lines and close to the Aerobus stops. Fernando was an excellent host. Very responsive and easy to communicate with. We arrived on a Sunday evening when many things were closed, so he provided coffee, milk, bread, butter and jam so we would have something in the morning. I highly recommend Fernando's apartment!",5
588996,1073136726417799344,2024-01-20,9465947,"Fernando y Alejandro han sido super atentos y amables conmigo. Me he sentido como en casa. El piso es precioso, la zona increible, volvería sin dudarlo. Mil gracias.",3
588996,1099197735302755463,2024-02-25,30597977,"Fernando is one of the best hosts we've ever had.  He met us at the apartment and showed us around, and he had helpful information for us (maps, etc) along with a great restaurant recommendation.  A super nice guy, and we really enjoyed his wonderful apartment.",5
856159,15326093,2014-07-07,15780152,"Edina was a very welcoming host, and the apartment is clean and very well located. I would definitely stay there again.",5
856159,31022779,2015-04-30,28278472,"Le Paradis ... La générosité, la disponibilité, l'attention de Edina confirment ses origines brésiliennes. L'appartement est très spacieux. J'ai réservé la suite, avec salle de bain privée. Un vrai petit studio indépendant qui doit faire 25m².  La belle terrasse où est servi le petit déjeuner donne sur la rue la plus animée de Poblenou. Le quartier est top et à 10 minutes à pied de la plage. Pour moi maintenant Barcelone = réservation chez Edina !!!    ",3
856159,248704095,2018-04-01,173180873,"Smiling and ponctual host, I recommend :)",5
856159,294641719,2018-07-22,190058269,It's a perfect location ,4
621656,191999695,2017-09-09,137009610,안드레아의 집에서 5박6일동안 있었어요. 방도 컸고 침구도 타월도 아주 깨끗했어요. 안드레아가 빨래도 흔쾌히 해줘서 부담없이 부탁할 수 있었습니다. 욕실도 깨끗하고 온수도 잘나오고 수압도 엄청 쎄서 좋았습니다. 고양이 미키랑 미니도 너무 귀여웠어요! 다음에 바르셀로나에 또 가게된다면 또 묵고싶은 집입니다!,2
621656,494725629425032000,2021-11-13,316506378,"Highly don’t recommend. A horrible, totally crazy women. <br/>We got some rules printed on the door of our room. Like not to be loud, to clean the bathroom with the special thing for glass, to look after her cat’s food and water, to keep the balcony opened because of the cat’s toilet etc. <br/>We followed all those rules, washed the dishes after ourselves, totally kept an apartment in a good way. Nothing was spoiled, broken, dirty etc. <br/>We agreed that we will check out at 12:00. <br/>Me and my friend are working on the photoshoots (as a stylist and photographer) and she knew that we came to make some work as well. In the morning we had a shooting day, so we had to prepare clothes, to iron it etc. We were in a hurry, because of small amount of time and made some mess in apartment, basically just some packages from the clothes laying on the floor.<br/>We had to leave Barcelona at 15:10. So, we partly packed our bags, to totally finish with them after the shooting.<br/>We came to the apartment at like 11:45 thinking that 10 minutes late for us to get ready and leave won’t be a big problem for the owner. BUT <br/>My friend opened the door with her key and got thrown in her with our big 20 kg bag. The owner was screaming, swore and throwing all of our clothes and other personal staff through the door to the staircase. This women just threw all our stuff together with the garbage (from the kitchen, bathroom etc. which we wold have to throw when we leave the apartment) and closed the door. God bless there weren’t any expensive or fragile stuff that could be broken. And the camera was with us. Would she compensate our losses if something is broken? Not sure…<br/>We were totally shocked and had to pack our baggage right on the floor. <br/>An old lonely senile women living with her 2 cats probably, needed a spectacle.",0
645513,3538959,2013-02-14,4531819,"Het is een plezierig appartement om te verblijven. We zijn uitermate vriendelijk ontvangen. We voelden ons er meteen thuis. Het apartement ligt op loopafstand van de boulevard en het strand. Er zijn prettige winkeltjes en restaurantjes in de buurt. Daardoor voel je je echt in Spanje! De Bus Turistic is nog dichterbij dan de boulevard en dus heb je alle bezienswaardigheden binnen handbereik. Ook op de hoek staan taxi's klaar en een fiets huren is ook op loopafstand. Kortom, een prima uitvalbasis om de stad te bezichtigen. Ook de conditie wordt op peil gehouden door de 60 treden omhoog! ",2
645513,20140113,2014-09-24,12840890,"Great experience, Kees is a very friendly and helpful host, positioning of the flat fantastic, took us only 7 euro by taxi do get to rambla.I recommend and for sure i'll be back",5
896367,8775231,2013-11-17,4211061,"Lovely apartment. Pictures are very accurate. Clean and well maintained. Second bathroom is a little small but manageable for a short stay. Didn't meet the hosts but Silvina, the lady who met us, was friendly and helpful. Would happily stay here again!",5
896367,43351484,2015-08-19,28152049,Unser Aufenthalt in dem Apartment von Eli und Agus war super! Es hätte nicht besser sein können! Wir wurden sehr herzlich empfangen und das Apartment hat unsere Wünsche völlig erfüllt. Es ist sehr sauber und super schön eingerichtet. Auch die Lage ist perfekt. Die  U-Bahn und Einkaufsmöglichkeiten sind gleich in der Nähe. Wir würden immer wieder in dieses Apartment kommen! Sehr zu empfehlen :) ,1
896367,62111561,2016-02-11,56935115,"Accueil très agréable, complet avec de quoi petit déjeuner.<br/>Appartement idéalement situé, avec de nombreux restaurants et épiceries tout proche.<br/>Sagrada Familia à 5 min à pieds.<br/>Appartement à conseiller",2
667177,400500141539353350,2021-07-06,392419202,We very much enjoyed our workation at Teresa's place. The wifi connection was perfect and we loved the rooftop terrace.,5
667177,1120906298860681568,2024-03-26,247434439,This was a great place to stay and Teresa was responsive and helpful. A fully equipped kitchen and good size living room and dining room had lots of room for my group of 6. Everything was clean worked as it should. Only a few minutes walk from the subway station that gets you anywhere in the city and 20 min walk to sagrada familia! I definitely recommend staying here if you are in Barcelona!,5
900045,231046263,2018-01-30,166964648,一个干净整洁的环境，设备也比较齐全，但是房东的规矩较多，让我们感觉有点压抑，对我们影响较大的是只能用厨房做早餐以及房间窗不能开，这样让习惯在家做饭的我很不习惯，同时也大幅上升了我的饮食花费，使得民宿的优越性得不到体现，窗不能开也让房间变的比较闷，总体来说虽然价格比舒适型酒店略微便宜了一些，但是从居住感受上来说不如酒店来的自在和舒适。,2
900045,490689497,2019-07-19,61820180,"Great appartement, everything was 5 stars for me. BCN was exciting and the appartement was on a good spot! Really good communication and i had a really good experience because of Juan.",5
906559,8717357,2013-11-13,7654223,"Reservé el studio para mis padres que venían a visitarnos, y el trato de Rosa tanto como el piso fueron estupendos. No tuve que preocuparme de nada, y mis padres están contentísimos. Repetiremos sin duda!",1
906559,8808643,2013-11-18,8401943,"Rosas flat is fantastic! Clean, bright, working internet, big windows and great little balcony. Our train was late and Rosa waited for us, and gave us such a warm welcome and introduction to the city.  The bottle of wine waiting for us was such a nice touch. The flat was perfect for walking in town or catching the metro, so close. Thanks again Rosa, it was just wonderful. ",5
906559,37294885,2015-07-06,28482954,"When we make our booking, I missed one night. Rosa is very kind to help us solve the problem. The room is ok. Small but quiet. It's really convenient to go almost all the attractions. And if you don't like walking, the metro is right there, down to the street, 3mins walk. ",4
906559,104669481,2016-09-27,55437317,"Rosa was a great host. So much love and energy, felt at home in Barcelona because of her help and warm welcome. The location of the apartment is very convinent, a well equipped kitchen and 2 comfy couches. Rosa was kind enough to call us a taxi because we had an early flight to go back home",5
906559,162104410,2017-06-19,25315051,Rosa's place is a great stay. She is very accommodating and even offered to pick us up from the airport when we arrived. Very clean and walkable to shops/restaurants/attractions. Hope to return soon! ,5
906559,388896429376006528,2021-06-20,388913806,"Nice loft, clean and with a good location",5
906559,520794012128464456,2021-12-19,174407467,Estancia perfecta. Todo muy cuidado. Rosa es muy comunicativa y ante cualquier cosa responde muy rápido.,3
906559,807838675071817265,2023-01-19,133008261,Nice clean place near to almost everything,4
906559,1194135076551080802,2024-07-05,404267733,"L'alloggio di Rosa si trova in una posizione fantastica, tutte le principali attrazioni sono raggiungibili a piedi. Rosa è un host molto disponibile e risponde subito, molto flessibile nel check-in. L'appartamento è dotato di tutto il necessario. Ci torneremo sicuramente!",2
906559,1261472480588565184,2024-10-06,340283669,"Getting to the place was a little nerve wrecking given we were meeting there dad last minute to get the keys. Meeting someone random felt weird but once meeting him, he was very sweet and helpful. The place is exactly as described, super cute and comfortable loft. Every thing you need is there with big windows to light the place up. Ran out of hot water twice but just waited 30 minutes and it was fine! I would absolutely book this place again. Rosa is very communicated and the place is perfect with a perfect location to everything!",5
399772,923071404039080425,2023-06-27,25783,"We loved Ana’s appartment. Ana is wonderful and so helpful. Place is very clean , comfortable and quiet. Had everything we needed.  Do not hesitate to rent it.  This comes from experirnced travelers. Thank you Ana! We would come back in a heartbeat.",5
399772,1094092861111240730,2024-02-18,13946368,"Ana is a great host, friendly and welcoming. Her flat is in and old charming renovated bulidng and the is nice and clean and has all you need. <br/>The area is nice, a two minutes walk to C/ del consell de Cent with loads of restauants and bars, a street with priority to pedesstians strecthing all the way to Passeig de Gracia. A short walk to the metro station and Barcelona Sants station",5
399772,1135339095214827651,2024-04-15,135597547,"Très bel appartement tout équipé, tres propre, proche du métro dans une rue piétonne au calme. Les balcons sont un plus sans vis à vis... vraiment idéal pour 3 personnes. Ana est par ailleurs très accueillante.",2
922907,73170506,2016-05-07,15058721,Jordi's place is exactly what it's described and pictured to be. It was clean and comfortable. What we liked best was the convenient location. It was a quick 5 minute walk to the subway line and lots of cafes and restaurants nearby. I'd highly recommend staying here for your visit to Barcelona. ,5
929663,330278711,2018-09-30,213955815,Logement propre et très bien situé !,2
1435370,344237369,2018-11-03,3439512,Maison d’exception dans un très beau quartier parfaitement desservi par le métro à quelques stations du centre ville.<br/>C’est un lieu parfait pour ceux qui arrivent en voiture et souhaitent ensuite se déplacer en transport en commun.<br/>La chambre et l’accueil sont parfaits.,2
1201871,355461713,2018-12-04,11894801,Un appartement agréable et bien placé - un grand merci à Dani pour sa réactivité pour la remise des clés,4
1481054,329519960,2018-09-29,9514836,"We absolutely loved our stay at Nuria's. The apartment is huge, really clean, and well located in the beautiful area near Sagrada Familia. Additionally it had all the amenities you would want, from a fully equipped kitchen, to a bathroom with all the toiletries. We'd definitely come back!",5
956768,574500886,2019-12-08,284564881,"The place was great and centrally located, only minutes from Sagrada Familia. Easy access to public transport. <br/>We felt welcomed and right at home. The flat was cosy and we even had a Christmas tree set up, which was fantastic.",5
956768,435201882048374795,2021-08-23,53508797,"Great experience. My family really enjoyed their stay, hosts were welcoming helpful and the place was wonderful.",5
956768,627375641051230314,2022-05-15,116201194,perfect thank you !,4
956768,729527820557816614,2022-10-03,201544135,Great location and super friendly host. The place was spacious and had everything we need. This place is perfect if you want to be in the heart of Barcelona close to everything.,5
956768,744793631763776975,2022-10-24,75271825,"Fantastic location from the Sagrada Familia being 5 mins round the corner to La Guinda below for food. Great hosts, so helpful and made everything simple & easy and welcoming. A perfect weekend stay for the six of us",5
1563823,17308447,2014-08-10,18996441,"A lovely quiet space.  The apartment is just as it's shown here in the photos- clean, comfortable and spacious.  We found it very calm and quiet, which was just what we needed as our son broke his arm on the first day, so we spent quite a bit of time in it.  It has everything you'd need and Carles and his mother were lovely and helpful.  She met us on the night we arrived and gave us suggestions for places to go and eat in.  It's a short walk to the Sagrada Familia, but also a walk will bring you to less touristy, local neighbourhoods.  We'd recommend it!",5
1563823,30571102,2015-04-24,30713308,"I've booked this appartment for my parents city-trip to barcelona. They've had an awesome time. The appartment is very nice and very clean. The apartment's equipment is really good and the location is quite perfekt for a city-trip, most of the touristic attractions are reachable within easy walking distance. <br/>Carles is a very obliging host and gives a lot of leads and hints for the stay in barcelona. <br/>Thank you carles for the nice stay in your appartment :)",5
1563823,610411201,2020-02-24,14687617,"Gran anfitrión y persona, recomiendo 100%!",2
1563823,714972076684582036,2022-09-13,74159810,"Excelente apartamento, exatamente como mostra nas fotos.<br/>Excelente localização, próximo à metrô, mercados, padarias e a Sagrada Família.<br/>Carles é muito simpático e comunicativo. Foi tudo perfeito.",2
1580504,115138012,2016-11-22,93802735,"The discription was accurate ,awesome flat,great location.",4
1580504,393212855360913546,2021-06-26,68701271,El apartamento es genial y Frederic ha estado siempre muy bien predispuesto a ayudarnos. Si tengo que comentar algo a mejorar es que la señal del wifi no es lo suficientemente buena para trabajar y tener videocalls en el living room/comedor ya que el router está en la habitación más alejada. Lo demás estuvo todo bien.,4
1255085,7382006,2013-09-17,8734562,"We had an excellent stay at Damien and Team's apartment. Everything was as described and very well organised. A great location to explore the city from - close to transport, shops and cafes.",5
1255085,606354453985835280,2022-04-16,452090956,Gastgeber waren sehr nett.<br/>Lage ist super. Man konnte alles zu Fuß erreichen.<br/>Apartment war sauber.<br/>Die Dachterrasse ist super. Für alle Gäste zugänglich und schönen Blick auf Barcelona.,4
986101,445361532,2019-04-29,10658131,"We stayed in Marta and Paul’s apartment near Montjüic in Barcelona with our infant daughter for 12 days. Location is in a nice quiet area and good in terms of transit accessibility and access to key locations - beach, Barceloneta, Gothic quarter, La Ramblas, El Born etc. The apartment is as depicted in the listing. Apartment has heater, fan, two single beds, a couch and very basic kitchen essentials. <br/>Stephane helped us with the check in and was very helpful. The communication overall was great. I had booked it from a day earlier erroneously, and our flight landed 3 hours late on the day of, but Stephane was very understanding and was very responsive in helping us with the check in. The crib provided didn’t have a mattress, but Stephane very quickly arranged one. I did have a chance to meet Marta and she is very sweet as well. <br/>The only reason I couldn’t give it a 5 star all the way is that there are small things (that one can live without, but the final mile that can go a long way in creating a good experience) such as not enough hand soap in the bathroom, no extra bedsheets, no dustbin in the bathroom, no line clips etc. Not that I bank on these solely, but in other places I have stayed the hosts generally offer a lot of tips, local guides maps etc., but didn’t get much in those terms. I understand that they manage a lot of apartments and hence may seem a little transactional in nature. <br/>But we had a great trip overall and wouldn’t mind recommending it to others!",5
986101,886064884449521740,2023-05-07,90402560,"There is a lovely terrace where you can enjoy a view of the park in front of you, and I was able to relax very much. The surrounding area is relatively quiet and there are no security issues. Although the main tourist area is a bit of a distance away, the location is good and within walking distance. The host was also flexible in handling irregular situations such as late check-in times.",5
986101,901964509678077496,2023-05-29,371564347,"Very nice apartment, matching the photos and description. very cozy balcony with a wonderful view, comfy Bed. overall had a nice stay, walkable distance to metro, La Rambla and gothic quarter.",5
986101,906327295623894085,2023-06-04,51996945,"Beautiful location overlooking Montjuic park and around the corner from Carrer de Blai, the best street for pintxos. Nice 20 min walk to more central area. WiFi was fast, great for remote work. Kitchen well equipped for cooking. We couldn’t figure out the washing machine and host did not respond to my message in the app. Check in with host’s friend Stéphane was smooth. Apt could have used some more homey/personal touches like coffee and olive oil, and design was a little bare bones, but overall great place.",5
986101,1008596454048405522,2023-10-23,309281564,"Thank you so much for the beautiful apartment<br/>I'm pleased to be here and interacting with you<br/>Best regards,<br/>Aziz Alshadokhi",5
986639,6001080,2013-07-26,6062002,"Muy lindo apartamento! Muy bien ubicado, espacioso. Es igual que en las fotos. <br/>Tiene lavadora y secadora en el apartamento y hay jabon para lavar ropa, pastillas para el lavavajilla y productos de limpieza.<br/>Muy buenas toallas y camas muy cómodas.<br/>El aire acondicionado es fantastico!!! No hace nada de ruido y es un placer dormir fresquito.<br/>Muy buena agua caliente en las duchas.<br/>El internet anda perfecto,<br/>Hay que tener en cuenta que de noche puede haber ruido hasta tarde, sobre todo durante el fin de semana, para tener en cuenta si sos de acostarse temprano o si vas con ninos. <br/>Hay muchos restaurantes, lugares para comprar provisiones y bares.<br/>Mario es un amor!!!!!! te ayuda con cualquier cosa que te haga falta!!",4
1613942,290257309,2018-07-14,179336800,Central in the city very close to the Ramblas...<br/>Carrer Valencia is a loud street and it was really hot in the apartement...<br/>Except of some cucarachas in the kitchen everything was good!,4
986639,92192358,2016-08-07,22853895,"The location is fantastic, right in the gothic quarter and close to the water.  The apartment has a big, open layout. The pictures are accurate, if anything make the place look a bit smaller. Good communication with the host, who met us upon arrival.  All in all - this place was perfect as a ""home base"" in between activities and had more than enough room for our group of 3.",5
1613942,486926368,2019-07-13,37268607,"Our family of 10 enjoyed our stay in Barcelona and found this residence to be perfect to meet our needs. It was centrally located in the city, near all of the best restaurants and an easy metro to the beach. The owners gave us great restaurant tips, met us upon arrival, and even helped my brother retrieve his lost phone. The balcony was a great place to sit and watch the city and the space was clean with excellent showers.",5
1613942,1154955149866451064,2024-05-12,96616655,Fin de perecto,2
988917,5944773,2013-07-23,6843051,Everything was perfect! Lots of thoughtful touches. Fantastic location. Will gladly stay here again.,5
988917,9812209,2014-01-12,1785067,"Hi, David!<br/>First I want to say a few words for future guests . It's really cozy, comfortable and pleasant apartments . We felt they did not like the hotel , but as a guest of a friend who had kindly left us his apartment. The apartments are very interesting feature , many different decorative elements. Aquariums with fish, flowers and birds on the terrace add atmosphere ( perhaps already hatched chicks ? I talked to them every morning :)<br/>David took care of breakfast (coffee , croissants, jam, butter , cereal , orange ) - it was very nice. In the comfort living room we had dinner every evening. The apartments have air conditioning and heating system that can be used if necessary. Two separate bedrooms tastefully decorated with a very (!!!) comfortable beds.<br/>The apartments are located in a residential area , not in the heart , but not so far - to Plaça Catalunya and Rambla we reached on foot. Near the apartment there are a lot of different shops (food , fruit, fish) and restaurants where you can dine .<br/>I highly recommend David's apartment for a pleasant stay in Barcelona and hope to stay in them again.<br/>And a few words for you, David . My friends and I are very grateful to you for your apartment! Thanks for the welcome meeting (unfortunately , my English allows me to basically listen than talk :) And we are always ready to help if you were going to spend a holiday in Russia. Welcome!<br/><br/>Для русских единомышленников:<br/>Сначала хочу сказать несколько слов для будущих гостей. Это действительно уютные, комфортные и приятные апартаменты. Мы ощущали себя не как в отеле, а как в гостях у друга, который любезно оставил нам свою квартиру. Апартаменты очень интересно оформлены, много различных элементов декора. Аквариумы с рыбками, а также живые птички на террасе добавляют атмосферы.<br/>Дэвид позаботился о завтраке (кофе, круасаны, джем, масло, мюсли, апельсины) – это было очень приятно. В комфортной гостиной мы ужинали всей компанией каждый вечер. В апартаментах есть система отопления и кондиционеры, которые можно использовать в случае необходимости. Две отдельные стильно оформленные спальни с очень (!!!) удобными кроватями.<br/>Апартаменты находятся в жилом квартале, не в самом центре, но и не так далеко – до пл. Каталониии и Рамблы мы доходили пешком. Рядом с апартаментами есть масса различных магазинов (продукты, фрукты, рыба) и ресторанов, где можно пообедать.<br/>Очень рекомендую апартаменты Дэвида для приятного отдыха в Барселоне!",5
988917,13251408,2014-05-23,14745974,I did!,2
988917,99264345,2016-09-04,1316118,David has thought of everything! His apartment is in a great location with everything you need including a secure underground car park. David was a welcoming host who clearly enjoys having people stay. I would stay again and not hesitate to recommend to others. Enjoy!,5
988917,100563148,2016-09-10,9217225,David was great and we truly loved this apartment! The area was also perfect and the views from the top of the arena are amazing. We will look for this place again on our next visit to Barca!,5
988917,230179734,2018-01-27,145149165,"El apartamento de David es increíble, sus espacios son amplios, limpios y estilosos. El lugar es impecable y las camas son super cómodas, ideales para un buen descanso. El edificio tiene ascensor, por lo que el traslado de las maletas no es un problema. David es muy cordial y amable, contesta rápidamente los mensajes.",4
988917,576046166,2019-12-12,227805162,David was the perfect host<br/>The location is ideal and the apartment is quite fashionable and generously stocked,5
988917,631635230,2020-06-23,104937126,"Excellent accueil, l'appartement est très propre avec une super décoration!",5
988917,658505822059980931,2022-06-27,152839172,Great stay in David’s apartment. Very well equipped and clean with air conditioning. David was very helpful and flexible with our arrival and departure times. Great location for the metro. Would stay again.,5
988917,664962877465945102,2022-07-06,23046321,"Nous n'avons passé qu'une nuit dans l'appartement mais avons été très satisfaites de notre séjour. David est très serviable et l'appartement est spacieux, propre, bien entretenu et à proximité des transports en commun et de la gare de Barcelone. Le balcon avec toutes ses plantes est un vrai plus ! Nous avons également apprécié les petites attentions (thé, café, guides de voyage à disposition). Nous recommandons sans hésiter !",2
988917,715736907026279213,2022-09-14,204871245,"Davids place is beautiful, very close to the metro and shops and more than all else he is very helpful and welcoming. We highly recommend!",5
988917,912846354192598942,2023-06-13,100792817,This lovely and funky apartment is super easy to access from the train station. We had a quick overnight with our daughter and David’s home was perfect for us. A lift and AC- SO nice! We also had access to a parking spot we ended up not needing. Easy access to metro and a cafe on corner for breakfast.,5
988917,952032233263581172,2023-08-06,474774968,太有舒适感的民宿，房子布置很温馨，房东很热情友好！超级赞👍,2
996713,37769390,2015-07-10,28877108,"The check in and check out process was really easy. The room was large and it has a window (which was great since it was so hot during my stay). Sid even provided a fan which was awesome. His apartment was in a great place and walkable to everywhere I wanted to go. It was also very easy to get to and from the airport as well! All in all, it was a great place to stay in Barcelona :)",5
996713,191086471,2017-09-06,43205575,"This is a good location to base yourself to explore Barcelona. <br/>A few of the key attractions are pretty close. The flat is very close to a couple of Gaudi's famous works; Casa Milla & Batlló. La Rambla is a 15 minute walk and beyond that, the beach is a further 15 minutes.<br/>The main train station, Barcelona Sants, is a 7 min taxi ride and the airport shuttle bus drops you a 10 minute walk away from the flat.<br/>Sid was easy to contact on the day of arrival and we were shown into the apartment without fuss. The room was clean with towels provided and a fan which was essential on one evening! The bathroom was clean and towels were provided. There was a problem with the wi-fi on the first day, but as we were out most of the day it was not a problem, but Sid quickly fixed it.<br/>I would recommend the apartment to anyone looking for a base to explore the city, who is happy to walk 15-20 minutes to some locations.",5
996713,308359453,2018-08-16,48078226,"We were blown away by this nocarz and our host. He was incredibly organized, friendly and helpful. The space was absolutely gorgeous, spacious, comfortable and very clean. Very close to centre. It was like a little slice of heaven. Highly recommend staying here.",5
996713,428952129,2019-03-26,55053615,"Although the location and price of the apartment were great, we were disappointed in the overall cleanliness of the place. The towels and robes had been well worn, the floors felt dirty, and the bathroom smelled of mold from the time we go there.<br/>The host takes good care in providing amenities such as water, cava, and snacks upon arrival, but we wish he had paid more attention so basic details such as cleanliness.",4
1329993,1045562442866745165,2023-12-13,55515379,great stay highly recommended,4
1338121,904967957314749428,2023-06-02,24701844,Nossa estadia em Barcelona foi incrível e muito confortável nesse lindo apartamento. Super bem localizado e bem equipado! O apartamento está próximo à La Pedrera e La Casa Battló. Pablo e sua equipe foram muito ágeis ao responder e fomos tratados com muito respeito e gentileza! Recomendo fortemente!,4
1338121,1097006677470699223,2024-02-22,543081819,Good price,4
1343256,34622698,2015-06-10,14579974,We loved the apartment. It was very comfortable and trendy with a peaceful outlook to courtyards. Extremely central. Great bakery below - their churros and real hot chocolate a treat. We parked our car around the corner at Manhatten carpark - 45 euros for 2 days.,5
